,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Airport IATA,Year,Type ,Month ,Arrival/Departure,Destination_City ,Pax,ATMs,,,,,,,,
,DMM,2025,International,Oct,Departure,Amsterdam," 1,708 ", 25 ,,,,,,,,
,DMM,2025,International,Jan,Arrival,Bahrain," 9,003 ", 124 ,,,,,,,,
,DMM,2025,International,Feb,Arrival,Bahrain," 8,375 ", 111 ,,,,,,,,
,DMM,2025,International,Mar,Arrival,Bahrain," 6,327 ", 121 ,,,,,,,,
,DMM,2025,International,Apr,Arrival,Bahrain," 9,744 ", 118 ,,,,,,,,
,DMM,2025,International,May,Arrival,Bahrain," 6,375 ", 124 ,,,,,,,,
,DMM,2025,International,Jun,Arrival,Bahrain," 9,995 ", 120 ,,,,,,,,
,DMM,2025,International,Jul,Arrival,Bahrain," 9,529 ", 124 ,,,,,,,,
,DMM,2025,International,Aug,Arrival,Bahrain," 11,491 ", 124 ,,,,,,,,
,DMM,2025,International,Sep,Arrival,Bahrain," 8,317 ", 120 ,,,,,,,,
,DMM,2025,International,Oct,Arrival,Bahrain," 8,654 ", 122 ,,,,,,,,
,DMM,2025,International,Jan,Departure,Bahrain," 5,780 ", 124 ,,,,,,,,
,DMM,2025,International,Feb,Departure,Bahrain," 5,886 ", 111 ,,,,,,,,
,DMM,2025,International,Mar,Departure,Bahrain," 9,084 ", 123 ,,,,,,,,
,DMM,2025,International,Apr,Departure,Bahrain," 6,643 ", 118 ,,,,,,,,
,DMM,2025,International,May,Departure,Bahrain," 9,409 ", 124 ,,,,,,,,
,DMM,2025,International,Jun,Departure,Bahrain," 9,260 ", 120 ,,,,,,,,
,DMM,2025,International,Jul,Departure,Bahrain," 7,465 ", 124 ,,,,,,,,
,DMM,2025,International,Aug,Departure,Bahrain," 7,243 ", 124 ,,,,,,,,
,DMM,2025,International,Sep,Departure,Bahrain," 6,668 ", 120 ,,,,,,,,
,DMM,2025,International,Oct,Departure,Bahrain," 6,785 ", 122 ,,,,,,,,
,DMM,2025,International,Jan,Arrival,Baku," 1,314 ", 9 ,,,,,,,,
,DMM,2025,International,Feb,Arrival,Baku," 1,025 ", 7 ,,,,,,,,
,DMM,2025,International,Mar,Arrival,Baku, 649 , 7 ,,,,,,,,
,DMM,2025,International,Apr,Arrival,Baku," 1,148 ", 8 ,,,,,,,,
,DMM,2025,International,May,Arrival,Baku," 1,312 ", 9 ,,,,,,,,
,DMM,2025,International,Jun,Arrival,Baku," 2,547 ", 25 ,,,,,,,,
