,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Airport IATA,Year,Type ,Month ,Arrival/Departure,Destination_City ,Pax,ATMs,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Taif ," 8,708 ", 51 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Taif ," 7,382 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Taif ," 5,738 ", 42 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Taif ," 6,042 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Taif ," 8,366 ", 60 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Taif ," 6,779 ", 49 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Taif ," 7,544 ", 49 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Taif ," 6,841 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Taif ," 8,381 ", 54 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Taif ," 6,620 ", 49 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Taif ," 6,131 ", 44 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Taif ," 9,143 ", 59 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Taif ," 8,433 ", 50 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Taif ," 5,984 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Taif ," 5,346 ", 42 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Taif ," 6,065 ", 46 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Taif ," 8,165 ", 60 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Taif ," 6,738 ", 49 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Tabuk ," 4,453 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Tabuk ," 4,093 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Tabuk ," 4,036 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Tabuk ," 4,138 ", 30 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Tabuk ," 4,356 ", 35 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Tabuk ," 4,024 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Tabuk ," 4,401 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Tabuk ," 4,325 ", 34 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Tabuk ," 3,700 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Tabuk ," 4,242 ", 34 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Tabuk ," 5,464 ", 42 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Tabuk ," 5,002 ", 39 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Tabuk ," 4,588 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Tabuk ," 3,970 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Tabuk ," 3,992 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Tabuk ," 4,013 ", 30 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Tabuk ," 4,336 ", 35 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Tabuk ," 4,156 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Tabuk ," 4,324 ", 31 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Tabuk ," 4,438 ", 34 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Tabuk ," 3,709 ", 30 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Tabuk ," 4,062 ", 35 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Tabuk ," 4,842 ", 41 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Tabuk ," 4,338 ", 40 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Alula , 886 , 8 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Alula , 864 , 9 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Alula , 662 , 10 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Alula , 655 , 8 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Alula , 596 , 9 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Alula , 527 , 9 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Alula , 614 , 8 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Alula , 689 , 9 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Alula , 495 , 9 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Alula , 585 , 9 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Alula , 686 , 8 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Alula , 679 , 10 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Alula , 877 , 8 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Alula , 903 , 9 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Alula , 693 , 10 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Alula , 645 , 8 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Alula , 497 , 9 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Alula , 684 , 9 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Alula , 505 , 8 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Alula , 586 , 10 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Alula , 448 , 8 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Alula , 578 , 9 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Alula , 789 , 9 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Alula , 708 , 8 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,Yanbu ," 2,620 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Feb,Arrival,Yanbu ," 3,143 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Mar,Arrival,Yanbu ," 1,840 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Apr,Arrival,Yanbu ," 2,322 ", 18 ,,,,,,,,
,DMM,2024,Domestic,May,Arrival,Yanbu ," 2,276 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jun,Arrival,Yanbu ," 1,893 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jul,Arrival,Yanbu ," 2,258 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Aug,Arrival,Yanbu ," 2,640 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Sep,Arrival,Yanbu ," 2,087 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Oct,Arrival,Yanbu ," 2,307 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Nov,Arrival,Yanbu ," 3,080 ", 23 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,Yanbu ," 2,623 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,Yanbu ," 2,129 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Feb,Departue ,Yanbu ," 2,690 ", 29 ,,,,,,,,
,DMM,2024,Domestic,Mar,Departue ,Yanbu ," 1,920 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Apr,Departue ,Yanbu ," 1,909 ", 18 ,,,,,,,,
,DMM,2024,Domestic,May,Departue ,Yanbu ," 1,854 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jun,Departue ,Yanbu ," 2,066 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Jul,Departue ,Yanbu ," 1,939 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Aug,Departue ,Yanbu ," 2,147 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Sep,Departue ,Yanbu ," 1,902 ", 17 ,,,,,,,,
,DMM,2024,Domestic,Oct,Departue ,Yanbu ," 2,136 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Nov,Departue ,Yanbu ," 2,845 ", 23 ,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,Yanbu ," 2,145 ", 18 ,,,,,,,,
,DMM,2024,Domestic,Jan,Arrival,AlQaisumah, 333 , 4 ,,,,,,,,
,DMM,2024,Domestic,Jan,Departue ,AlQaisumah, 283 , 4 ,,,,,,,,
,DMM,2024,Domestic,Dec,Arrival,AlQaisumah,23,1,,,,,,,,
,DMM,2024,Domestic,Dec,Departue ,AlQaisumah,37,1,,,,,,,,
,,,,,,," 11,557,402 "," 83,949 ",,,,,,,,
